,Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,No.,Ht,Wt,Birth Date,Birth,Exp,College,Season,Team
12,20.0,Maxwell Lewis,22.0,SF,21,1,14.2,2.0,4.9,0.422,0.9,2.4,0.38,1.1,2.5,0.462,0.515,0.3,0.5,0.7,0.8,1.8,2.5,0.8,0.4,0.3,0.6,1.3,5.3,,27,6-7,195.0,"July 27, 2002",us US,1,Pepperdine,2024,BRK
13,22.0,Dariq Whitehead,20.0,SF,20,0,12.3,2.0,4.8,0.406,1.7,3.7,0.446,0.3,1.1,0.273,0.578,0.2,0.3,0.6,0.2,1.3,1.5,0.6,0.3,0.1,0.8,1.1,5.7,,0,6-7,220.0,"August 1, 2004",us US,1,Duke,2024,BRK
0,1.0,Tyrese Maxey,24.0,PG,52,52,37.7,9.2,21.0,0.437,3.1,9.2,0.337,6.1,11.8,0.515,0.511,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,,0,6-2,200.0,"November 4, 2000",us US,4,Kentucky,2024,PHI
1,2.0,Kelly Oubre Jr.,29.0,SF,60,57,34.6,5.8,12.4,0.47,1.2,4.0,0.293,4.6,8.3,0.555,0.518,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0,15.1,,9,6-8,203.0,"December 9, 1995",us US,9,Kansas,2024,PHI
2,3.0,Quentin Grimes,24.0,SG,28,25,33.7,7.7,16.4,0.469,2.9,7.9,0.373,4.8,8.5,0.559,0.559,3.6,4.8,0.752,1.0,4.1,5.2,4.5,1.5,0.4,2.9,2.1,21.9,,5,6-5,205.0,"May 8, 2000",us US,3,"Kansas, Houston",2024,PHI
3,4.0,Paul George,34.0,PF,41,41,32.5,6.0,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,0.514,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,,8,6-8,220.0,"May 2, 1990",us US,14,Fresno State,2024,PHI
4,6.0,Joel Embiid,30.0,C,19,19,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,,21,7-0,280.0,"March 16, 1994",cm CM,8,Kansas,2024,PHI
5,7.0,Guerschon Yabusele,29.0,C,70,43,27.1,4.0,8.0,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,,28,6-8,260.0,"December 17, 1995",fr FR,2,,2024,PHI
6,8.0,Justin Edwards,21.0,SF,44,26,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,,19,6-6,203.0,"December 16, 2003",us US,R,Kentucky,2024,PHI
7,9.0,Jared McCain,20.0,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,20,6-2,195.0,"February 20, 2004",us US,R,Duke,2024,PHI
8,12.0,Jared Butler,24.0,SG,28,17,24.4,4.2,9.9,0.426,1.6,4.6,0.352,2.6,5.3,0.49,0.507,1.4,1.6,0.87,0.4,2.1,2.5,4.9,1.1,0.3,1.8,2.0,11.5,,12,6-3,195.0,"August 25, 2000",us US,3,Baylor,2024,PHI
9,13.0,Lonnie Walker IV,26.0,SG,20,7,23.9,4.5,10.6,0.42,2.3,6.4,0.354,2.2,4.3,0.518,0.526,1.2,1.5,0.8,0.3,2.9,3.2,2.5,0.5,0.3,1.3,1.4,12.4,,16,6-4,204.0,"December 14, 1998",us US,6,Miami (FL),2024,PHI
10,17.0,Eric Gordon,36.0,SG,39,13,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,23,6-3,215.0,"December 25, 1988",us US,16,Indiana,2024,PHI
11,19.0,Kyle Lowry,38.0,PG,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,,7,6-0,196.0,"March 25, 1986",us US,18,Villanova,2024,PHI
12,20.0,Andre Drummond,31.0,C,40,23,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,"1, 5",6-11,279.0,"August 10, 1993",us US,12,UConn,2024,PHI
13,21.0,Ricky Council IV,23.0,SF,73,12,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,14,6-6,205.0,"August 3, 2001",us US,1,"Wichita State, Arkansas",2024,PHI
14,22.0,Isaiah Mobley,25.0,PF,1,0,17.0,2.0,7.0,0.286,1.0,3.0,0.333,1.0,4.0,0.25,0.357,1.0,2.0,0.5,1.0,3.0,4.0,5.0,1.0,1.0,0.0,3.0,6.0,,25,6-8,240.0,"September 24, 1999",us US,2,USC,2024,PHI
15,23.0,Adem Bona,21.0,C,58,11,15.6,2.3,3.3,0.703,0.0,0.0,0.0,2.3,3.3,0.707,0.703,1.2,1.7,0.67,1.6,2.6,4.2,0.5,0.4,1.2,1.1,2.2,5.8,,30,6-10,235.0,"March 28, 2003",ng NG,R,UCLA,2024,PHI
0,1.0,Brandon Miller,22.0,SF,27,27,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,24,6-9,201.0,"November 22, 2002",us US,1,Alabama,2024,CHO
1,2.0,LaMelo Ball,23.0,PG,47,47,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.8,10.1,0.478,0.494,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,,1,6-7,180.0,"August 22, 2001",us US,4,,2024,CHO
2,3.0,Miles Bridges,26.0,PF,64,64,31.7,7.3,17.0,0.431,2.2,7.0,0.313,5.1,10.0,0.513,0.495,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,,0,6-7,225.0,"March 21, 1998",us US,5,Michigan State,2024,CHO
3,4.0,Grant Williams,26.0,PF,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,2,6-6,236.0,"November 30, 1998",us US,5,Tennessee,2024,CHO
4,5.0,Josh Green,24.0,SG,68,67,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,10,6-5,200.0,"November 16, 2000",au AU,4,Arizona,2024,CHO
5,6.0,Mark Williams,23.0,C,44,41,26.6,6.1,10.2,0.604,0.0,0.1,0.0,6.1,10.1,0.609,0.604,3.0,3.7,0.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,,5,7-0,241.0,"December 16, 2001",us US,2,Duke,2024,CHO
6,9.0,Tre Mann,23.0,PG,13,0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,23,6-3,178.0,"February 3, 2001",us US,3,Florida,2024,CHO
7,11.0,DaQuan Jeffries,27.0,SG,47,20,22.8,2.5,6.2,0.405,1.2,3.5,0.335,1.3,2.7,0.496,0.5,0.5,0.6,0.8,0.8,2.1,2.9,1.1,0.6,0.5,0.7,2.1,6.7,,3,6-5,230.0,"August 30, 1997",us US,5,"Oral Roberts, Tulsa",2024,CHO
8,12.0,Nick Smith Jr.,20.0,SG,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,2.0,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,,8,6-2,185.0,"April 18, 2004",us US,1,Arkansas,2024,CHO
9,15.0,Tidjane SalaÃ¼n,19.0,PF,60,10,20.7,1.9,5.8,0.33,1.0,3.4,0.283,0.9,2.3,0.4,0.414,1.1,1.6,0.713,1.2,3.5,4.7,1.2,0.5,0.2,1.0,1.4,5.9,,31,6-9,207.0,"August 10, 2005",fr FR,R,,2024,CHO
10,18.0,Jaylen Sims,26.0,SG,6,0,18.7,2.0,4.7,0.429,1.0,2.5,0.4,1.0,2.2,0.462,0.536,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,,33,6-6,195.0,"December 11, 1998",us US,R,UNC Wilmington,2024,CHO
11,19.0,Josh Okogie,26.0,SG,15,6,18.3,2.5,6.5,0.388,1.1,3.3,0.32,1.5,3.2,0.458,0.469,2.7,3.5,0.774,0.9,1.9,2.7,1.3,1.8,0.5,1.0,1.3,8.9,,12,6-4,213.0,"September 1, 1998",ng NG,6,Georgia Tech,2024,CHO
12,20.0,Jusuf NurkiÄ,30.0,C,26,9,18.1,3.6,7.3,0.497,0.5,1.8,0.283,3.1,5.5,0.566,0.532,1.4,2.3,0.627,1.5,5.0,6.5,2.6,0.7,0.7,1.5,2.0,9.2,,11,7-0,290.0,"August 23, 1994",ba BA,10,,2024,CHO
13,22.0,Moussa DiabatÃ©,23.0,C,71,8,17.5,2.4,3.9,0.596,0.0,0.1,0.0,2.4,3.9,0.609,0.596,1.0,1.6,0.595,2.6,3.5,6.2,0.8,0.6,0.6,0.9,1.5,5.7,,14,6-11,210.0,"January 21, 2002",fr FR,2,Michigan,2024,CHO
14,23.0,Seth Curry,34.0,SG,68,14,15.6,2.4,5.0,0.478,1.2,2.7,0.456,1.2,2.4,0.503,0.599,0.5,0.6,0.846,0.4,1.3,1.7,0.9,0.4,0.1,0.5,0.9,6.5,,30,6-1,185.0,"August 23, 1990",us US,10,"Liberty, Duke",2024,CHO
15,25.0,Taj Gibson,39.0,C,37,11,11.1,1.3,2.6,0.495,0.0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,67,6-9,232.0,"June 24, 1985",us US,15,USC,2024,CHO
0,1.0,Bilal Coulibaly,20.0,SF,59,59,33.0,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,,0.0,6-6,195.0,"July 26, 2004",fr FR,1,,2024,WAS
1,2.0,Bub Carrington,19.0,PG,82,57,30.0,3.7,9.1,0.401,1.7,5.0,0.339,2.0,4.2,0.475,0.493,0.8,1.0,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,,8.0,6-4,190.0,"July 21, 2005",us US,R,Pitt,2024,WAS
2,3.0,Jordan Poole,25.0,SG,68,68,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,,13.0,6-4,194.0,"June 19, 1999",us US,5,Michigan,2024,WAS
3,5.0,Alex Sarr,19.0,C,67,67,27.1,4.9,12.4,0.394,1.6,5.1,0.308,3.3,7.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,,20.0,7-0,205.0,"April 26, 2005",fr FR,R,,2024,WAS
4,6.0,AJ Johnson,20.0,SG,22,11,27.0,3.4,8.8,0.381,1.0,3.9,0.247,2.4,5.0,0.486,0.436,1.4,1.6,0.886,0.4,2.0,2.4,3.1,0.5,0.1,1.4,2.3,9.1,,5.0,6-4,160.0,"December 1, 2004",us US,R,,2024,WAS
5,7.0,Kyshawn George,21.0,SG,68,38,26.5,3.0,8.0,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1.0,1.4,0.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,,18.0,6-7,200.0,"December 12, 2003",ch CH,R,Miami (FL),2024,WAS
6,8.0,Corey Kispert,25.0,SF,61,0,26.3,4.2,9.3,0.451,2.0,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3.0,1.7,0.4,0.2,1.0,1.6,11.6,,24.0,6-7,220.0,"March 3, 1999",us US,3,Gonzaga,2024,WAS
7,9.0,Colby Jones,22.0,SG,15,0,25.7,3.2,6.9,0.466,0.8,2.6,0.308,2.4,4.3,0.563,0.524,1.5,2.3,0.657,0.9,3.4,4.3,2.5,1.3,0.4,1.1,1.6,8.7,,1.0,6-6,205.0,"May 28, 2002",us US,1,Xavier,2024,WAS
8,10.0,Malcolm Brogdon,32.0,PG,24,13,23.5,4.3,10.0,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,15.0,6-4,229.0,"December 11, 1992",us US,8,Virginia,2024,WAS
9,11.0,Khris Middleton,33.0,SF,14,14,22.1,3.7,9.0,0.413,0.9,3.4,0.277,2.8,5.6,0.494,0.464,2.4,2.7,0.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7,,32.0,6-7,222.0,"August 12, 1991",us US,12,Texas A&M,2024,WAS
10,12.0,Justin Champagnie,23.0,SF,62,31,21.6,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.8,,9.0,6-6,200.0,"June 29, 2001",us US,3,Pitt,2024,WAS
11,15.0,Marcus Smart,30.0,PG,15,1,18.7,3.2,7.3,0.44,1.3,3.4,0.392,1.9,3.9,0.483,0.532,1.6,2.3,0.686,0.3,1.7,1.9,2.5,1.1,0.2,1.3,1.5,9.3,,36.0,6-3,220.0,"March 6, 1994",us US,10,Oklahoma State,2024,WAS
12,17.0,Richaun Holmes,31.0,PF,31,7,17.2,2.9,4.5,0.647,0.0,0.1,0.0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,22.0,6-10,235.0,"October 15, 1993",us US,9,Bowling Green,2024,WAS
13,21.0,Anthony Gill,32.0,PF,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1.0,0.66,0.4,0.9,1.3,0.3,0.2,0.0,0.2,0.6,2.5,,16.0,6-7,230.0,"October 17, 1992",us US,4,"South Carolina, Virginia",2024,WAS
0,1.0,Shai Gilgeous-Alexander,26.0,PG,76,76,34.2,11.3,21.8,0.519,2.1,5.7,0.375,9.2,16.1,0.571,0.569,7.9,8.8,0.898,0.9,4.1,5.0,6.4,1.7,1.0,2.4,2.2,32.7,,2.0,6-6,200.0,"July 12, 1998",ca CA,6,Kentucky,2024,OKC
1,2.0,Jalen Williams,23.0,SG,69,69,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12.0,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,,8.0,6-6,220.0,"April 14, 2001",us US,2,Santa Clara,2024,OKC
2,3.0,Luguentz Dort,25.0,SF,71,71,29.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,,5.0,6-4,220.0,"April 19, 1999",ca CA,5,Arizona State,2024,OKC
3,4.0,Isaiah Hartenstein,26.0,C,57,53,27.9,4.9,8.4,0.581,0.0,0.3,0.0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3.0,11.2,,55.0,7-0,255.0,"May 5, 1998",us US,6,,2024,OKC
4,5.0,Cason Wallace,21.0,SG,68,43,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,,22.0,6-4,205.0,"November 7, 2003",us US,1,Kentucky,2024,OKC
5,6.0,Chet Holmgren,22.0,C,32,32,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7.0,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,,7.0,7-1,213.0,"May 1, 2002",us US,1,Gonzaga,2024,OKC
6,7.0,Aaron Wiggins,26.0,SG,76,26,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,,21.0,6-6,200.0,"January 2, 1999",us US,3,Maryland,2024,OKC
7,8.0,Isaiah Joe,25.0,SG,74,16,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,11.0,6-5,181.0,"July 2, 1999",us US,4,Arkansas,2024,OKC
8,9.0,Alex Caruso,30.0,SG,54,3,19.3,2.6,5.8,0.446,1.1,3.1,0.353,1.5,2.7,0.556,0.541,0.8,0.9,0.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,,9.0,6-5,186.0,"February 28, 1994",us US,7,Texas A&M,2024,OKC
9,10.0,Jaylin Williams,22.0,PF,47,9,16.7,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,,6.0,6-8,250.0,"June 29, 2002",us US,2,Arkansas,2024,OKC
10,11.0,Ajay Mitchell,22.0,SG,36,1,16.6,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,,25.0,6-5,200.0,"June 25, 2002",be BE,R,UC Santa Barbara,2024,OKC
11,12.0,Kenrich Williams,30.0,PF,69,7,16.4,2.5,5.1,0.483,1.0,2.5,0.386,1.5,2.7,0.574,0.576,0.4,0.6,0.718,0.9,2.6,3.5,1.4,0.6,0.1,0.6,1.6,6.3,,34.0,6-7,210.0,"December 2, 1994",us US,6,TCU,2024,OKC
12,13.0,Ousmane Dieng,21.0,C,37,1,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,13.0,6-10,222.0,"May 21, 2003",fr FR,2,,2024,OKC
13,14.0,Dillon Jones,23.0,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1.0,2.5,,3.0,6-5,240.0,"October 29, 2001",us US,R,Weber State,2024,OKC
0,1.0,Fred VanVleet,30.0,PG,60,60,35.2,4.8,12.7,0.378,2.7,7.7,0.345,2.1,5.0,0.43,0.483,1.9,2.3,0.81,0.5,3.2,3.7,5.6,1.6,0.4,1.5,2.3,14.1,,5,6-0,197.0,"February 25, 1994",us US,8,Wichita State,2024,HOU
1,2.0,Jalen Green,22.0,SG,82,82,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,,4,6-4,178.0,"February 9, 2002",us US,3,,2024,HOU
2,3.0,Amen Thompson,22.0,SF,69,42,32.2,5.6,10.1,0.557,0.4,1.3,0.275,5.3,8.8,0.599,0.575,2.4,3.6,0.684,2.8,5.4,8.2,3.8,1.4,1.3,2.0,2.4,14.1,,1,6-7,209.0,"January 30, 2003",us US,1,,2024,HOU
3,4.0,Dillon Brooks,29.0,SF,75,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,2.6,5.7,0.465,0.533,1.3,1.6,0.818,1.0,2.7,3.7,1.7,0.8,0.2,1.0,3.2,14.0,,9,6-6,225.0,"January 22, 1996",ca CA,7,Oregon,2024,HOU
4,5.0,Alperen ÅengÃ¼n,22.0,C,76,76,31.5,7.5,15.0,0.496,0.3,1.2,0.233,7.2,13.9,0.519,0.505,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,,28,6-11,235.0,"July 25, 2002",tr TR,3,,2024,HOU
5,6.0,Jabari Smith Jr.,21.0,PF,57,39,30.1,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2,,10,6-11,220.0,"May 13, 2003",us US,2,Auburn,2024,HOU
6,7.0,Tari Eason,23.0,PF,57,16,24.9,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12.0,,17,6-8,216.0,"May 10, 2001",us US,2,"Cincinnati, LSU",2024,HOU
7,8.0,Cam Whitmore,20.0,SF,51,3,16.2,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,,7,6-7,232.0,"July 8, 2004",us US,1,Villanova,2024,HOU
8,9.0,Steven Adams,31.0,C,58,3,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,12,6-11,265.0,"July 20, 1993",nz NZ,10,Pitt,2024,HOU
9,10.0,Aaron Holiday,28.0,PG,62,3,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,,0,6-0,185.0,"September 30, 1996",us US,6,UCLA,2024,HOU
10,12.0,Reed Sheppard,20.0,PG,52,3,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,15,6-2,185.0,"June 24, 2004",us US,R,Kentucky,2024,HOU
11,13.0,Jeff Green,38.0,PF,32,3,12.4,1.9,3.8,0.504,0.9,2.5,0.367,1.0,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1.0,5.4,,32,6-8,235.0,"August 28, 1986",us US,16,Georgetown,2024,HOU
12,14.0,Jock Landale,29.0,C,42,3,11.9,1.9,3.6,0.533,0.3,0.6,0.423,1.7,3.0,0.556,0.569,0.6,1.0,0.675,1.3,1.9,3.3,0.9,0.3,0.2,0.5,1.2,4.8,,2,6-11,256.0,"October 25, 1995",au AU,3,Saint Mary's,2024,HOU
13,16.0,Jae'Sean Tate,29.0,SF,52,2,11.3,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,8,6-4,230.0,"October 28, 1995",us US,4,Ohio State,2024,HOU
14,17.0,Jeenathan Williams,25.0,SG,20,0,7.4,1.4,3.1,0.435,0.3,1.3,0.231,1.1,1.8,0.583,0.484,0.3,0.4,0.625,0.3,0.4,0.7,0.5,0.4,0.2,0.7,0.8,3.3,,19,6-5,205.0,"February 12, 1999",us US,2,Buffalo,2024,HOU
0,1.0,Luka DonÄiÄ,25.0,PG,28,28,35.1,8.8,20.0,0.438,3.6,9.6,0.379,5.1,10.4,0.493,0.53,7.0,8.9,0.791,0.9,7.2,8.1,7.5,1.6,0.4,3.7,2.4,28.2,,77.0,6-6,230.0,"February 28, 1999",si SI,6,,2024,LAL
1,2.0,Austin Reaves,26.0,SG,73,73,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,15.0,6-5,206.0,"May 29, 1998",us US,3,"Wichita State, Oklahoma",2024,LAL
2,3.0,LeBron James,40.0,SF,70,70,34.9,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,,23.0,6-9,250.0,"December 30, 1984",us US,21,,2024,LAL
3,5.0,Rui Hachimura,26.0,PF,59,57,31.7,5.0,9.8,0.509,1.7,4.2,0.413,3.2,5.6,0.581,0.597,1.5,1.9,0.77,1.3,3.7,5.0,1.4,0.8,0.4,0.8,1.8,13.1,,28.0,6-8,230.0,"February 8, 1998",jp JP,5,Gonzaga,2024,LAL
4,6.0,Dorian Finney-Smith,31.0,PF,43,20,28.8,2.8,6.4,0.442,1.9,4.8,0.398,0.9,1.6,0.571,0.591,0.3,0.5,0.714,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,7.9,,17.0,6-7,220.0,"May 4, 1993",us US,8,Florida,2024,LAL
5,9.0,Gabe Vincent,28.0,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,7.0,6-3,195.0,"June 14, 1996",us US,5,UC Santa Barbara,2024,LAL
6,10.0,Jaxson Hayes,24.0,C,56,35,19.5,2.9,4.0,0.722,0.0,0.1,0.0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,11.0,7-0,220.0,"May 23, 2000",us US,5,Texas,2024,LAL
7,11.0,Dalton Knecht,23.0,SF,78,16,19.2,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,,4.0,6-6,215.0,"April 19, 2001",us US,R,"Northeastern Junior College, University of Northern Colorado, Tennessee",2024,LAL
8,12.0,Jordan Goodwin,26.0,PG,29,5,18.7,2.2,5.0,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1.0,0.4,0.9,1.5,5.6,,30.0,6-3,200.0,"October 23, 1998",us US,3,Saint Louis,2024,LAL
9,14.0,Jarred Vanderbilt,25.0,PF,36,2,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,2.0,6-8,214.0,"April 3, 1999",us US,6,Kentucky,2024,LAL
10,15.0,Markieff Morris,35.0,PF,8,2,15.5,2.0,6.0,0.333,0.9,2.9,0.304,1.1,3.1,0.36,0.406,0.6,0.8,0.833,0.4,1.5,1.9,2.1,0.1,0.3,0.4,1.8,5.5,,88.0,6-9,245.0,"September 2, 1989",us US,13,Kansas,2024,LAL
