,Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,No.,Ht,Wt,Birth Date,Birth,Exp,College,Season,Team
5,6.0,Alex Caruso,29.0,SG,71,57,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.6,2.9,0.563,0.593,1.0,1.4,0.76,0.9,3.0,3.8,3.5,1.7,1.0,1.4,2.5,10.1,DPOY-10,6,6-5,186,"February 28, 1994",us US,6,Texas A&M,2024,CHI
6,7.0,Patrick Williams,22.0,PF,43,30,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,,44,6-7,215,"August 26, 2001",us US,3,Florida State,2024,CHI
7,8.0,Javonte Green,30.0,SF,9,5,25.6,5.0,8.3,0.6,1.1,3.0,0.37,3.9,5.3,0.729,0.667,1.1,1.4,0.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,,24,6-4,205,"July 23, 1993",us US,4,Radford,2024,CHI
8,9.0,Torrey Craig,33.0,SF,53,14,19.8,2.0,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,,13,6-7,221,"December 19, 1990",us US,6,USC Upstate,2024,CHI
9,10.0,Andre Drummond,30.0,C,79,10,17.1,3.4,6.1,0.556,0.0,0.0,0.0,3.4,6.0,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,,3,6-11,279,"August 10, 1993",us US,11,UConn,2024,CHI
10,11.0,Jevon Carter,28.0,PG,72,0,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.484,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,,5,6-1,200,"September 14, 1995",us US,5,West Virginia,2024,CHI
11,12.0,Onuralp Bitim,24.0,SG,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,,17,6-6,215,"March 31, 1999",tr TR,R,,2024,CHI
12,13.0,Dalen Terry,21.0,SG,59,2,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,,25,6-7,195,"July 12, 2002",us US,1,Arizona,2024,CHI
13,14.0,Julian Phillips,20.0,SF,40,0,8.1,0.8,1.9,0.416,0.3,1.0,0.316,0.5,1.0,0.513,0.494,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,,15,6-8,198,"November 5, 2003",us US,R,Tennessee,2024,CHI
14,15.0,Henri Drell,23.0,SF,4,0,7.5,1.0,2.5,0.4,0.5,1.5,0.333,0.5,1.0,0.5,0.5,0.3,0.5,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8,,77,6-9,187,"April 25, 2000",ee EE,R,,2024,CHI
15,16.0,Adama Sanogo,21.0,PF,9,0,7.3,1.6,3.0,0.519,0.0,0.0,,1.6,3.0,0.519,0.519,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,,21,6-9,245,"February 12, 2002",ml ML,R,UConn,2024,CHI
16,17.0,Terry Taylor,24.0,PF,31,0,6.1,0.6,1.3,0.513,0.1,0.3,0.222,0.6,1.0,0.6,0.538,0.1,0.2,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,,32,6-5,230,"September 23, 1999",us US,2,Austin Peay State University,2024,CHI
17,18.0,Andrew Funk,24.0,SG,5,0,2.6,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,,30,6-5,200,"September 21, 1999",us US,R,"Bucknell, Penn State",2024,CHI
0,1.0,Trae Young,25.0,PG,54,54,36.0,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,AS,11,6-1,164,"September 19, 1998",us US,5,Oklahoma,2024,ATL
1,2.0,Dejounte Murray,27.0,SG,78,78,35.7,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,,5,6-5,180,"September 19, 1996",us US,6,Washington,2024,ATL
2,3.0,Jalen Johnson,22.0,SF,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,,1,6-9,220,"December 18, 2001",us US,2,Duke,2024,ATL
3,4.0,Saddiq Bey,24.0,SF,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,41,6-7,215,"April 9, 1999",us US,3,Villanova,2024,ATL
4,5.0,Bogdan BogdanoviÄ,31.0,SG,79,33,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,13,6-5,220,"August 18, 1992",rs RS,6,,2024,ATL
5,6.0,De'Andre Hunter,26.0,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,,12,6-8,225,"December 2, 1997",us US,4,Virginia,2024,ATL
6,7.0,Clint Capela,29.0,C,73,73,25.8,4.8,8.5,0.571,0.0,0.0,0.0,4.8,8.5,0.572,0.571,1.8,2.8,0.631,4.6,6.0,10.6,1.2,0.6,1.5,1.0,2.2,11.5,,15,6-10,240,"May 18, 1994",ch CH,9,,2024,ATL
7,8.0,Onyeka Okongwu,23.0,C,55,8,25.5,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,0.642,1.7,2.1,0.793,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,10.2,,17,6-8,235,"December 11, 2000",us US,3,USC,2024,ATL
8,9.0,Vit Krejci,23.0,PG,22,14,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1.0,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,,27,6-8,195,"June 19, 2000",cz CZ,2,,2024,ATL
9,10.0,Bruno Fernando,25.0,C,45,2,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,,24,6-9,240,"August 15, 1998",ao AO,4,Maryland,2024,ATL
10,11.0,Garrison Mathews,27.0,SG,66,5,15.0,1.6,3.4,0.456,1.3,2.9,0.44,0.3,0.5,0.545,0.644,0.5,0.6,0.81,0.3,1.1,1.4,0.6,0.3,0.1,0.3,1.7,4.9,,25,6-5,215,"October 24, 1996",us US,4,Lipscomb,2024,ATL
11,12.0,Mouhamed Gueye,21.0,PF,6,0,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,2.3,0.357,0.413,0.8,1.0,0.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,,18,6-11,210,"November 9, 2002",sn SN,R,Washington State,2024,ATL
12,13.0,Dylan Windler,27.0,SF,6,0,12.2,1.7,3.2,0.526,1.3,2.8,0.471,0.3,0.3,1.0,0.737,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7,,20,6-6,196,"September 22, 1996",us US,3,Belmont,2024,ATL
13,14.0,Wesley Matthews,37.0,SG,36,3,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.3,0.8,0.357,0.474,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,,32,6-5,220,"October 14, 1986",us US,14,Marquette,2024,ATL
14,15.0,Kobe Bufkin,20.0,SG,17,0,11.5,2.0,5.4,0.37,0.5,2.4,0.225,1.5,3.1,0.481,0.418,0.2,0.5,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,1.2,4.8,,4,6-4,195,"September 21, 2003",us US,R,Michigan,2024,ATL
15,16.0,Trent Forrest,25.0,SG,38,0,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.8,2.1,0.4,0.389,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2,,2,6-4,210,"June 12, 1998",us US,3,Florida State,2024,ATL
16,17.0,Patty Mills,35.0,PG,19,0,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.3,0.9,0.353,0.5,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,,8,6-2,180,"August 11, 1988",au AU,14,Saint Mary's,2024,ATL
17,18.0,AJ Griffin,20.0,SF,20,0,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.4,1.2,0.348,0.371,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,14,6-6,222,"August 25, 2003",us US,1,Duke,2024,ATL
18,19.0,Seth Lundy,23.0,SF,9,0,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.1,0.4,0.25,0.324,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,,3,6-6,220,"April 2, 2000",us US,R,Penn State,2024,ATL
0,1.0,Mikal Bridges,27.0,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,,1,6-6,209,"August 30, 1996",us US,5,Villanova,2024,BRK
1,2.0,Dennis SchrÃ¶der,30.0,PG,29,25,32.0,5.4,12.7,0.424,2.1,5.1,0.412,3.3,7.6,0.432,0.507,1.8,2.2,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,,17,6-1,172,"September 15, 1993",de DE,10,,2024,BRK
2,3.0,Cam Thomas,22.0,SG,66,51,31.4,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,,24,6-4,210,"October 13, 2001",jp JP,2,LSU,2024,BRK
3,4.0,Spencer Dinwiddie,30.0,PG,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,,26,6-5,215,"April 6, 1993",us US,9,Colorado,2024,BRK
4,5.0,Nic Claxton,24.0,C,71,71,29.8,5.2,8.2,0.629,0.0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,,33,6-11,215,"April 17, 1999",us US,4,Georgia,2024,BRK
5,6.0,Dorian Finney-Smith,30.0,PF,68,56,28.4,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.535,0.5,0.7,0.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,,28,6-7,220,"May 4, 1993",us US,7,Florida,2024,BRK
6,7.0,Cameron Johnson,27.0,PF,58,47,27.6,4.8,10.7,0.446,2.4,6.1,0.391,2.4,4.6,0.519,0.557,1.5,1.9,0.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,2,6-8,210,"March 3, 1996",us US,4,"Pitt, UNC",2024,BRK
7,8.0,Royce O'Neale,30.0,SF,49,6,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,,0,6-4,226,"June 5, 1993",us US,6,"Denver, Baylor",2024,BRK
8,9.0,Ben Simmons,27.0,PG,15,12,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,10,6-10,240,"July 20, 1996",au AU,5,LSU,2024,BRK
9,10.0,Dennis Smith Jr.,26.0,PG,56,2,18.9,2.6,6.0,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.482,0.8,1.0,0.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,,4,6-2,205,"November 25, 1997",us US,6,NC State,2024,BRK
10,11.0,Lonnie Walker IV,25.0,SG,58,0,17.4,3.6,8.5,0.423,1.8,4.7,0.384,1.8,3.8,0.471,0.528,0.8,1.0,0.763,0.2,2.0,2.2,1.3,0.6,0.3,0.9,1.2,9.7,,8,6-4,204,"December 14, 1998",us US,5,Miami (FL),2024,BRK
11,12.0,Noah Clowney,19.0,PF,23,4,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,,21,6-10,210,"July 14, 2004",us US,R,Alabama,2024,BRK
12,13.0,Jalen Wilson,23.0,PF,43,3,15.4,1.8,4.2,0.425,0.6,1.7,0.324,1.2,2.4,0.495,0.492,0.9,1.1,0.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,,22,6-8,225,"November 4, 2000",us US,R,Kansas,2024,BRK
13,14.0,Day'Ron Sharpe,22.0,C,61,1,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,,20,6-11,265,"November 6, 2001",us US,2,UNC,2024,BRK
14,15.0,Trendon Watford,23.0,PF,63,2,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,,9,6-9,240,"November 9, 2000",us US,2,LSU,2024,BRK
15,16.0,Keon Johnson,21.0,SG,5,0,12.2,1.6,4.2,0.381,0.8,2.0,0.4,0.8,2.2,0.364,0.476,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,,45,6-5,186,"March 10, 2002",us US,2,Tennessee,2024,BRK
16,17.0,Dariq Whitehead,19.0,SF,2,0,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,,0,6-7,220,"August 1, 2004",us US,R,Duke,2024,BRK
17,18.0,Jacob Gilyard,25.0,PG,4,0,11.3,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,0.0,,14,5-9,160,"July 14, 1998",us US,1,Richmond,2024,BRK
18,19.0,Armoni Brooks,25.0,PG,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,,13,6-3,195,"June 5, 1998",us US,2,Houston,2024,BRK
19,20.0,Harry Giles,25.0,C,16,0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,,14,6-11,240,"April 22, 1998",us US,3,Duke,2024,BRK
20,21.0,Keita Bates-Diop,28.0,SF,14,0,4.9,0.6,1.1,0.5,0.1,0.4,0.2,0.5,0.8,0.636,0.531,0.4,0.4,1.0,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,,13,6-8,229,"January 23, 1996",us US,5,Ohio State,2024,BRK
0,1.0,Scottie Barnes,22.0,SG,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,AS,4,6-7,227,"August 1, 2001",us US,2,Florida State,2024,TOR
1,2.0,Pascal Siakam,29.0,PF,39,39,34.7,8.3,16.0,0.522,1.2,3.7,0.317,7.2,12.3,0.584,0.559,4.3,5.7,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2,,43,6-8,230,"April 2, 1994",cm CM,7,New Mexico State,2024,TOR
2,3.0,RJ Barrett,23.0,SG,32,32,33.5,8.5,15.4,0.553,1.5,3.8,0.392,7.0,11.6,0.605,0.601,3.3,5.2,0.629,1.1,5.3,6.4,4.1,0.6,0.4,2.5,2.6,21.8,,9,6-6,214,"June 14, 2000",ca CA,4,Duke,2024,TOR
3,4.0,Immanuel Quickley,24.0,PG,38,38,33.3,6.2,14.7,0.422,2.8,7.1,0.395,3.4,7.6,0.448,0.518,3.3,4.0,0.841,0.3,4.5,4.8,6.8,0.9,0.2,1.8,2.0,18.6,,5,6-3,190,"June 17, 1999",us US,3,Kentucky,2024,TOR
4,5.0,OG Anunoby,26.0,SF,27,27,33.3,5.8,11.9,0.489,2.3,6.0,0.374,3.6,5.9,0.608,0.584,1.2,1.7,0.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1,,3,6-7,232,"July 17, 1997",gb GB,6,Indiana,2024,TOR
5,6.0,Dennis SchrÃ¶der,30.0,PG,51,33,30.6,4.8,11.0,0.442,1.5,4.3,0.35,3.3,6.6,0.501,0.511,2.5,2.9,0.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,13.7,,17,6-1,172,"September 15, 1993",de DE,10,,2024,TOR
6,7.0,Gary Trent Jr.,25.0,SG,71,41,28.1,5.1,11.9,0.426,2.5,6.4,0.393,2.6,5.5,0.464,0.531,1.0,1.4,0.771,0.4,2.3,2.6,1.7,1.1,0.1,0.7,1.4,13.7,,33,6-5,209,"January 18, 1999",us US,5,Duke,2024,TOR
7,8.0,Jakob Poeltl,28.0,C,50,50,26.4,5.0,7.6,0.656,0.0,0.0,,5.0,7.6,0.656,0.656,1.2,2.1,0.551,2.9,5.7,8.6,2.5,0.7,1.5,1.5,3.0,11.1,,19,7-0,245,"October 15, 1995",at AT,7,Utah,2024,TOR
8,9.0,Kelly Olynyk,32.0,C,28,19,26.4,4.7,8.5,0.548,0.9,2.5,0.338,3.8,6.0,0.637,0.598,2.5,3.0,0.824,1.6,4.0,5.6,4.6,1.3,0.6,2.5,3.5,12.7,,41,6-11,240,"April 19, 1991",ca CA,10,Gonzaga,2024,TOR
9,10.0,Bruce Brown,27.0,PG,34,11,26.0,3.8,7.9,0.481,0.6,1.9,0.317,3.2,6.0,0.532,0.519,1.5,1.8,0.833,0.8,3.0,3.8,2.7,0.7,0.3,1.3,2.0,9.6,,11,6-4,202,"August 15, 1996",us US,5,Miami (FL),2024,TOR
10,11.0,Ochai Agbaji,23.0,SG,27,18,23.6,2.7,6.8,0.391,0.6,2.6,0.217,2.1,4.3,0.496,0.432,0.8,1.3,0.611,1.4,1.9,3.3,1.3,0.7,0.6,1.1,1.9,6.7,,30,6-5,215,"April 20, 2000",us US,1,Kansas,2024,TOR
11,12.0,Gradey Dick,20.0,SG,60,17,21.1,3.2,7.4,0.425,1.5,4.0,0.365,1.7,3.4,0.495,0.524,0.7,0.9,0.863,0.5,1.8,2.2,1.1,0.6,0.0,0.8,1.5,8.5,,1,6-6,205,"November 20, 2003",us US,R,Kansas,2024,TOR
12,13.0,Javon Freeman-Liberty,24.0,PG,22,6,18.3,2.5,5.6,0.444,0.5,1.9,0.238,2.0,3.7,0.549,0.484,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,,0,6-4,180,"October 20, 1999",us US,R,"Valparaiso, DePaul",2024,TOR
13,14.0,Precious Achiuwa,24.0,C,25,0,17.5,3.1,6.8,0.459,0.5,1.9,0.277,2.6,4.9,0.528,0.497,1.0,1.7,0.571,2.0,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,,5,6-8,225,"September 19, 1999",ng NG,3,Memphis,2024,TOR
14,15.0,Jahmi'us Ramsey,22.0,SG,7,1,17.3,2.6,5.9,0.439,0.9,3.1,0.273,1.7,2.7,0.632,0.512,0.7,0.9,0.833,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,6.7,,37,6-3,190,"June 9, 2001",us US,2,Texas Tech,2024,TOR
15,16.0,Kobi Simmons,26.0,PG,4,0,16.8,2.3,5.3,0.429,0.5,2.0,0.25,1.8,3.3,0.538,0.476,0.0,0.0,,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,5.0,,8,6-5,166,"July 4, 1997",us US,3,Arizona,2024,TOR
16,17.0,Jordan Nwora,25.0,SF,34,1,15.6,3.0,6.4,0.465,1.0,2.8,0.347,2.0,3.6,0.557,0.541,1.0,1.2,0.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,0.9,7.9,,13,6-8,225,"September 9, 1998",us US,3,Louisville,2024,TOR
17,18.0,Malachi Flynn,25.0,PG,31,0,15.3,1.8,4.4,0.409,0.9,2.6,0.35,0.9,1.8,0.491,0.511,0.5,0.7,0.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,,22,6-1,175,"May 10, 1998",us US,3,"Washington State, San Diego State",2024,TOR
18,19.0,Malik Williams,25.0,C,7,2,15.3,1.3,4.9,0.265,0.1,0.7,0.2,1.1,4.1,0.276,0.279,0.0,0.3,0.0,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.1,2.7,,35,6-11,250,"August 26, 1998",us US,R,,2024,TOR
19,20.0,Thaddeus Young,35.0,PF,23,6,15.2,2.3,3.8,0.621,0.0,0.3,0.167,2.3,3.5,0.654,0.626,0.2,0.5,0.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,,21,6-8,235,"June 21, 1988",us US,16,Georgia Tech,2024,TOR
20,21.0,Chris Boucher,31.0,PF,50,0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,,25,6-9,200,"January 11, 1993",lc LC,6,"New Mexico Junior College, Northwest College, Oregon",2024,TOR
21,22.0,Jontay Porter,24.0,PF,26,5,13.8,1.5,4.0,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.481,0.6,0.7,0.833,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,4.4,,"11, 34",6-11,240,"November 15, 1999",us US,1,Missouri,2024,TOR
22,23.0,Otto Porter Jr.,30.0,SF,15,1,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,,32,6-8,198,"June 3, 1993",us US,10,Georgetown,2024,TOR
23,24.0,Mouhamadou Gueye,25.0,PF,11,0,10.9,1.0,3.5,0.289,0.0,0.3,0.0,1.0,3.2,0.314,0.289,0.4,0.8,0.444,1.1,1.0,2.1,0.5,0.3,1.6,1.1,1.4,2.4,,16,6-9,210,"July 6, 1998",us US,R,"Monroe Community College, Stony Brook University, Pitt",2024,TOR
24,25.0,Jalen McDaniels,26.0,SF,50,1,10.8,1.3,3.8,0.344,0.2,1.4,0.169,1.1,2.4,0.449,0.376,0.5,0.7,0.73,0.4,1.2,1.6,0.7,0.4,0.1,0.6,1.0,3.4,,2,6-9,205,"January 31, 1998",us US,4,San Diego State,2024,TOR
25,26.0,Garrett Temple,37.0,SG,27,2,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.6,1.4,0.447,0.449,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,,"14, 17",6-5,195,"May 8, 1986",us US,13,LSU,2024,TOR
26,27.0,D.J. Carton,23.0,SG,4,0,9.0,0.8,2.0,0.375,0.3,1.0,0.25,0.5,1.0,0.5,0.438,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,,3,6-2,200,"August 5, 2000",us US,R,"Ohio State, Marquette",2024,TOR
27,28.0,Markquis Nowell,24.0,SG,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,,24,5-8,160,"December 25, 1999",us US,R,"Little Rock, Kansas State",2024,TOR
28,29.0,Ron Harper Jr.,23.0,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,8,6-6,245,"April 12, 2000",us US,1,Rutgers University,2024,TOR
29,30.0,Kira Lewis Jr.,22.0,PG,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3,6-1,170,"April 6, 2001",us US,3,Alabama,2024,TOR
0,1.0,Miles Bridges,25.0,SF,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11.0,0.529,0.527,2.5,3.1,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,1.7,21.0,,0,6-7,225,"March 21, 1998",us US,4,Michigan State,2024,CHO
1,2.0,Terry Rozier,29.0,SG,30,30,35.5,8.4,18.3,0.459,2.8,7.7,0.358,5.6,10.6,0.533,0.535,3.6,4.3,0.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2,,3,6-1,190,"March 17, 1994",us US,8,Louisville,2024,CHO
2,3.0,LaMelo Ball,22.0,PG,22,22,32.3,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,,1,6-7,180,"August 22, 2001",us US,3,,2024,CHO
3,4.0,Brandon Miller,21.0,SF,74,68,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8.0,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,ROY-3,24,6-9,201,"November 22, 2002",us US,R,Alabama,2024,CHO
4,5.0,Gordon Hayward,33.0,SF,25,25,31.9,5.6,11.9,0.468,0.9,2.4,0.361,4.7,9.4,0.496,0.505,2.5,3.2,0.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,,20,6-7,225,"March 23, 1990",us US,13,Butler,2024,CHO
5,6.0,Tre Mann,22.0,PG,28,28,31.0,4.5,9.9,0.453,1.4,3.8,0.364,3.1,6.0,0.509,0.524,1.6,2.1,0.759,0.6,3.9,4.5,5.2,1.7,0.1,2.0,1.6,11.9,,23,6-3,178,"February 3, 2001",us US,2,Florida,2024,CHO
6,7.0,Grant Williams,25.0,PF,29,10,30.6,5.0,9.9,0.503,1.6,4.3,0.373,3.4,5.6,0.605,0.585,2.2,2.9,0.765,1.4,3.8,5.1,3.2,0.7,0.4,1.9,3.1,13.9,,2,6-6,236,"November 30, 1998",us US,4,Tennessee,2024,CHO
